"","filename","TeamId","TeamName","UserId","UserName","DisplayName","RegisterDate","PerformanceTier","SubmissionDate","Score"
"26","aptos2019-blindness-detection-privateleaderboard.csv",3339224,"The luckiest one！",1397798,"qiaojian","earhian","11/07/2017",4,"2019-09-07 13:04:57",0.930685
"27","aptos2019-blindness-detection-privateleaderboard.csv",3339224,"The luckiest one！",1109229,"wochidadonggua","Hikkiiiiiiiii","06/05/2017",4,"2019-09-07 13:04:57",0.930685
"28","aptos2019-blindness-detection-privateleaderboard.csv",3339224,"The luckiest one！",2247532,"abbsophia","sophia","09/14/2018",2,"2019-09-07 13:04:57",0.930685
"29","aptos2019-blindness-detection-privateleaderboard.csv",3339224,"The luckiest one！",853445,"jiujing23333","baigou","01/02/2017",3,"2019-09-07 13:04:57",0.930685
"30","aptos2019-blindness-detection-privateleaderboard.csv",3339224,"The luckiest one！",2156075,"buaazijian","JIANJIAN","08/16/2018",3,"2019-09-07 13:04:57",0.930685
"31","aptos2019-blindness-detection-privateleaderboard.csv",3405146,"Igor Praznik",168017,"praznik","Igor Praznik","02/21/2014",3,"2019-09-07 08:34:58",0.930563
"32","aptos2019-blindness-detection-privateleaderboard.csv",3340509,"[ods.ai] Eye for an eye",540188,"ivashnyov","Ivan Ivashnev","02/27/2016",3,"2019-09-07 17:04:20",0.93053
"33","aptos2019-blindness-detection-privateleaderboard.csv",3340509,"[ods.ai] Eye for an eye",1612351,"samchd","Dima Samchenko","02/05/2018",3,"2019-09-07 17:04:20",0.93053
"34","aptos2019-blindness-detection-privateleaderboard.csv",3340509,"[ods.ai] Eye for an eye",446074,"alexdenis","Alexander Denisenko","10/19/2015",2,"2019-09-07 17:04:20",0.93053
"35","aptos2019-blindness-detection-privateleaderboard.csv",3340509,"[ods.ai] Eye for an eye",2005025,"kvigly55","kvigly","06/19/2018",3,"2019-09-07 17:04:20",0.93053
"36","aptos2019-blindness-detection-privateleaderboard.csv",3340509,"[ods.ai] Eye for an eye",355969,NA,NA,NA,NA,"2019-09-07 17:04:20",0.93053
"37","aptos2019-blindness-detection-privateleaderboard.csv",3383775,"Q",2764727,"quanqiu","Quan Qiu","01/31/2019",3,"2019-09-05 17:07:35",0.930508
"38","aptos2019-blindness-detection-privateleaderboard.csv",3383775,"Q",1811585,"joejia","Joejia","04/11/2018",3,"2019-09-05 17:07:35",0.930508
"39","aptos2019-blindness-detection-privateleaderboard.csv",3356358,"CarlosPK",700866,"carlospk","Carlos Prades K.","08/31/2016",2,"2019-09-06 22:43:23",0.930493
"40","aptos2019-blindness-detection-privateleaderboard.csv",3344137,"Good game, well played!",999074,"naivelamb","Xuan Cao","03/31/2017",4,"2019-09-07 20:37:03",0.930451
"41","aptos2019-blindness-detection-privateleaderboard.csv",3450810,"BioAGI",272045,"verne1","Verne","12/16/2014",0,"2019-09-07 21:15:50",0.930395
"42","aptos2019-blindness-detection-privateleaderboard.csv",3450810,"BioAGI",1032359,"virgilp","virgilp","04/19/2017",0,"2019-09-07 21:15:50",0.930395
"43","aptos2019-blindness-detection-privateleaderboard.csv",3450810,"BioAGI",3460878,"vladilie","Vlad Ilie","07/14/2019",1,"2019-09-07 21:15:50",0.930395
"44","aptos2019-blindness-detection-privateleaderboard.csv",3450810,"BioAGI",3639855,"robybioagi","ROBYBIOAGI","08/29/2019",0,"2019-09-07 21:15:50",0.930395
"45","aptos2019-blindness-detection-privateleaderboard.csv",3369457,"Borr",2528588,"aee1027","L","11/22/2018",0,"2019-09-07 16:39:19",0.929524
"46","aptos2019-blindness-detection-privateleaderboard.csv",3369457,"Borr",2528555,"alps9860114","alps9860114","11/22/2018",0,"2019-09-07 16:39:19",0.929524
"47","aptos2019-blindness-detection-privateleaderboard.csv",3369457,"Borr",2528627,"q94284520","sandy chung","11/22/2018",0,"2019-09-07 16:39:19",0.929524
"48","aptos2019-blindness-detection-privateleaderboard.csv",3385346,"Ireko8",683081,"ireko8","Ireko8","08/09/2016",3,"2019-09-07 14:40:31",0.929354
"49","aptos2019-blindness-detection-privateleaderboard.csv",3365364,"iDeepwise.AI",3168321,"wenjuhuang","Wenju Huang","05/02/2019",0,"2019-09-07 10:50:25",0.929163
"50","aptos2019-blindness-detection-privateleaderboard.csv",3578692,"NO GPU",3300353,"pegasos","Sh1r0","06/01/2019",2,"2019-09-07 23:27:09",0.929032
"51","aptos2019-blindness-detection-privateleaderboard.csv",3339296,"DungNB",1393170,"nguyenbadung","DungNB","11/06/2017",4,"2019-09-07 02:27:57",0.928643
"52","aptos2019-blindness-detection-privateleaderboard.csv",3417172,"Soongja & JJShadow",1763237,"soongja","seungjae","03/27/2018",2,"2019-09-07 13:55:59",0.92851
"53","aptos2019-blindness-detection-privateleaderboard.csv",3417172,"Soongja & JJShadow",1153892,"rvslight","JJShadow","07/04/2017",3,"2019-09-07 13:55:59",0.92851
"54","aptos2019-blindness-detection-privateleaderboard.csv",3459925,"[ods.ai] Eye of Providence",1192776,"bolkonsky","YuryBolkonsky","07/30/2017",4,"2019-09-07 18:55:50",0.928007
"55","aptos2019-blindness-detection-privateleaderboard.csv",3459925,"[ods.ai] Eye of Providence",1293752,"nprokoptsev","Nikolay Prokoptsev","09/26/2017",3,"2019-09-07 18:55:50",0.928007
"56","aptos2019-blindness-detection-privateleaderboard.csv",3459925,"[ods.ai] Eye of Providence",654800,"kromanov","kvr777","07/04/2016",2,"2019-09-07 18:55:50",0.928007
"57","aptos2019-blindness-detection-privateleaderboard.csv",3348827,"d46kobayashi",2302233,"d46kobayashi","d46kobayashi","09/29/2018",2,"2019-09-07 13:59:38",0.92785
"58","aptos2019-blindness-detection-privateleaderboard.csv",3389086,"Front Propagation",2805782,"mathmed","MathMed","02/12/2019",0,"2019-09-07 17:06:26",0.927797
"59","aptos2019-blindness-detection-privateleaderboard.csv",3389086,"Front Propagation",1911523,"goodyduru","goodyduru","05/14/2018",1,"2019-09-07 17:06:26",0.927797
"60","aptos2019-blindness-detection-privateleaderboard.csv",3389086,"Front Propagation",779822,"lamideoye","Olamide","11/05/2016",1,"2019-09-07 17:06:26",0.927797
"61","aptos2019-blindness-detection-privateleaderboard.csv",3389086,"Front Propagation",1787115,"mhghodsi","Hossein Ghodsi","04/04/2018",0,"2019-09-07 17:06:26",0.927797
"62","aptos2019-blindness-detection-privateleaderboard.csv",3389086,"Front Propagation",1536736,"udemeudofia","Udeme Udofia","01/08/2018",0,"2019-09-07 17:06:26",0.927797
"63","aptos2019-blindness-detection-privateleaderboard.csv",3339347,"2 AI ophthalmologists",479538,"maxwell110","Maxwell","12/02/2015",3,"2019-09-06 14:03:07",0.927768
"64","aptos2019-blindness-detection-privateleaderboard.csv",3339347,"2 AI ophthalmologists",282250,"tereka","tereka","01/16/2015",4,"2019-09-06 14:03:07",0.927768
"65","aptos2019-blindness-detection-privateleaderboard.csv",3458076,"Loquat",2391815,"sinpcw","SiNpcw","10/22/2018",3,"2019-09-07 12:54:39",0.927738
"66","aptos2019-blindness-detection-privateleaderboard.csv",3458076,"Loquat",803713,"shutil","Kenta Nakamura","11/21/2016",3,"2019-09-07 12:54:39",0.927738
"67","aptos2019-blindness-detection-privateleaderboard.csv",3458076,"Loquat",210294,"daigo210294","daigo","06/24/2014",0,"2019-09-07 12:54:39",0.927738
"68","aptos2019-blindness-detection-privateleaderboard.csv",3444010,"Yuxuan Xiao",1341219,"rafaelxiao","Yuxuan Xiao","10/17/2017",2,"2019-09-07 09:24:27",0.927641
"69","aptos2019-blindness-detection-privateleaderboard.csv",3366548,"PVZ",170170,"pengyan","Eureka","02/28/2014",4,"2019-09-07 21:49:13",0.927577
"70","aptos2019-blindness-detection-privateleaderboard.csv",3366548,"PVZ",231580,"jkiris","JKiriS","08/30/2014",3,"2019-09-07 21:49:13",0.927577
"71","aptos2019-blindness-detection-privateleaderboard.csv",3366548,"PVZ",409110,"zhewang","horizon","08/31/2015",3,"2019-09-07 21:49:13",0.927577
"72","aptos2019-blindness-detection-privateleaderboard.csv",3538328,"guoyi03",2204727,"guoyi03","land9","09/03/2018",1,"2019-09-06 19:20:00",0.927393
"73","aptos2019-blindness-detection-privateleaderboard.csv",3354560,"Atikur Rahman",97455,"atikur","Atikur Rahman","04/24/2013",2,"2019-09-07 08:10:12",0.927121
"74","aptos2019-blindness-detection-privateleaderboard.csv",3583930,"sskcv",1799650,"ideepwise","MarkAI","04/08/2018",2,"2019-09-07 10:44:16",0.926919
"75","aptos2019-blindness-detection-privateleaderboard.csv",3447389,"hics33",1276835,"hics33","John","09/19/2017",2,"2019-09-07 19:34:38",0.926879
"76","aptos2019-blindness-detection-privateleaderboard.csv",3348300,"[ods.ai] Sergey Genza",2109202,"archeus","Sergey Genza","07/29/2018",2,"2019-09-07 17:46:25",0.926816
"77","aptos2019-blindness-detection-privateleaderboard.csv",3342955,"Amáranthos",1001530,"tahsin","Tahsin Mostafiz","04/02/2017",2,"2019-09-07 19:39:18",0.926763
"78","aptos2019-blindness-detection-privateleaderboard.csv",3342955,"Amáranthos",2200649,"shajibghosh","Shajib Ghosh","09/01/2018",1,"2019-09-07 19:39:18",0.926763
"79","aptos2019-blindness-detection-privateleaderboard.csv",3370622,"cholo model re shikhai",1532763,"mohammadzunaed","Mohammad Zunaed","01/05/2018",2,"2019-09-07 21:11:19",0.926687
"80","aptos2019-blindness-detection-privateleaderboard.csv",3370622,"cholo model re shikhai",1516805,"sabbiracoustic1006","Sabbir Ahmed","12/26/2017",2,"2019-09-07 21:11:19",0.926687
"81","aptos2019-blindness-detection-privateleaderboard.csv",3370622,"cholo model re shikhai",828945,"udaykamal","Uday Kamal","12/08/2016",2,"2019-09-07 21:11:19",0.926687
"82","aptos2019-blindness-detection-privateleaderboard.csv",3355133,"Ceshine Lee",101136,"ceshine","Ceshine Lee","05/14/2013",3,"2019-09-07 12:17:52",0.926647
"83","aptos2019-blindness-detection-privateleaderboard.csv",3341793,"Aizaki",2948499,"izktmys","Aizaki","03/16/2019",2,"2019-09-07 12:04:49",0.92661
"84","aptos2019-blindness-detection-privateleaderboard.csv",3345758,"Jianwen Yang",1607546,"homoalways","Snowc","02/03/2018",1,"2019-09-07 11:12:18",0.926586
"85","aptos2019-blindness-detection-privateleaderboard.csv",3346265,"guanzhong",2875360,"guanzhongzeng","guanzhong","02/28/2019",2,"2019-09-05 03:45:48",0.926576
"86","aptos2019-blindness-detection-privateleaderboard.csv",3542870,"K",1331515,"rirelin","Xiaotian","10/13/2017",1,"2019-09-07 04:04:16",0.926463
"87","aptos2019-blindness-detection-privateleaderboard.csv",3542870,"K",1031751,"mikelkl","Luke","04/19/2017",2,"2019-09-07 04:04:16",0.926463
"88","aptos2019-blindness-detection-privateleaderboard.csv",3542870,"K",3554710,"someone9388","Wei Yongchao","08/07/2019",0,"2019-09-07 04:04:16",0.926463
"89","aptos2019-blindness-detection-privateleaderboard.csv",3542870,"K",2518070,"anguliachao","Angulia","11/20/2018",1,"2019-09-07 04:04:16",0.926463
"90","aptos2019-blindness-detection-privateleaderboard.csv",3343917,"X5 CV Team NMSL",2045942,"manyfoldcv","Kulbear","07/05/2018",3,"2019-09-07 17:18:54",0.92639
"91","aptos2019-blindness-detection-privateleaderboard.csv",3343917,"X5 CV Team NMSL",350936,"strideradu","Strideradu","05/12/2015",3,"2019-09-07 17:18:54",0.92639
"92","aptos2019-blindness-detection-privateleaderboard.csv",3406315,"OrKatz & Dan",2857300,"danpresil1","Dan Presil","02/24/2019",2,"2019-09-05 05:44:30",0.926383
"93","aptos2019-blindness-detection-privateleaderboard.csv",3406315,"OrKatz & Dan",1094066,"orkatz2","OrKatz","05/26/2017",3,"2019-09-05 05:44:30",0.926383
"94","aptos2019-blindness-detection-privateleaderboard.csv",3341994,"(0.0) Eyeing eyers",1556833,"valanm","Miroslav Valan","01/16/2018",2,"2019-09-07 17:35:28",0.926355
"95","aptos2019-blindness-detection-privateleaderboard.csv",3382370,"Shuki Goto",1865152,"gossan","GOSS","04/28/2018",2,"2019-09-06 12:09:42",0.925886
"96","aptos2019-blindness-detection-privateleaderboard.csv",3347236,"みかん🍊",1925620,"noroaspe","mocobt","05/19/2018",2,"2019-09-07 13:45:45",0.92587
"97","aptos2019-blindness-detection-privateleaderboard.csv",3347236,"みかん🍊",1652138,"nagamine","icebee","02/20/2018",2,"2019-09-07 13:45:45",0.92587
"98","aptos2019-blindness-detection-privateleaderboard.csv",3403039,"Ravi Kumar Vadapalli",1054276,"ravivadapalli","Ravi Kumar Vadapalli","05/02/2017",1,"2019-09-04 17:12:17",0.925775
"99","aptos2019-blindness-detection-privateleaderboard.csv",3352380,"别延期了， 拯救我的眼睛。",2033774,"chanhu","Chanhu","07/01/2018",3,"2019-09-07 08:26:26",0.925762
"100","aptos2019-blindness-detection-privateleaderboard.csv",3352380,"别延期了， 拯救我的眼睛。",1581828,"jasonleelxx","Xiangxun Lu","01/25/2018",2,"2019-09-07 08:26:26",0.925762
"101","aptos2019-blindness-detection-privateleaderboard.csv",3352380,"别延期了， 拯救我的眼睛。",2481910,"zkbreeze","Kun K Zhao","11/12/2018",2,"2019-09-07 08:26:26",0.925762
"102","aptos2019-blindness-detection-privateleaderboard.csv",3384827,"deja vu",1229186,"dejavu23","deja vu","08/23/2017",2,"2019-09-07 09:59:35",0.925756
"103","aptos2019-blindness-detection-privateleaderboard.csv",3340312,"x0x0w1",629296,"x0x0w1","x0x0w1","05/31/2016",3,"2019-09-07 05:59:08",0.925624
"104","aptos2019-blindness-detection-privateleaderboard.csv",3368467,"Climbing",2539582,"dldmw579","Wang Xinliang","11/26/2018",2,"2019-09-07 08:34:32",0.925487
"105","aptos2019-blindness-detection-privateleaderboard.csv",3368467,"Climbing",1415118,"charmingxx","CharmingNN","11/14/2017",0,"2019-09-07 08:34:32",0.925487
"106","aptos2019-blindness-detection-privateleaderboard.csv",3368467,"Climbing",1422757,"zxyu1995","zxyu","11/16/2017",2,"2019-09-07 08:34:32",0.925487
"107","aptos2019-blindness-detection-privateleaderboard.csv",3368467,"Climbing",2572567,"hviktortsoi","HViktorTsoi","12/03/2018",0,"2019-09-07 08:34:32",0.925487
"108","aptos2019-blindness-detection-privateleaderboard.csv",3340641,"[ods.ai] Wonderbolts",1511684,"spsancti","Borys Tymchenko","12/22/2017",3,"2019-09-07 12:59:44",0.925466
"109","aptos2019-blindness-detection-privateleaderboard.csv",3340641,"[ods.ai] Wonderbolts",3492154,"spodarets","Dmitry Spodarets","07/22/2019",3,"2019-09-07 12:59:44",0.925466
"110","aptos2019-blindness-detection-privateleaderboard.csv",3340641,"[ods.ai] Wonderbolts",1175150,"hakuryuu","Phil Marchenko","07/18/2017",2,"2019-09-07 12:59:44",0.925466
"111","aptos2019-blindness-detection-privateleaderboard.csv",3360818,"[sphyrna.ai] Neo",2938987,"oceanwong","OceanWong","03/14/2019",2,"2019-09-07 18:23:31",0.925421
"112","aptos2019-blindness-detection-privateleaderboard.csv",3341696,"See--",712087,"seesee","See--","09/11/2016",3,"2019-09-07 15:33:22",0.925283
"113","aptos2019-blindness-detection-privateleaderboard.csv",3537646,"Lucky Stars",1470097,"yangddd","yangDDD","12/04/2017",3,"2019-09-07 18:19:30",0.925245
"114","aptos2019-blindness-detection-privateleaderboard.csv",3537646,"Lucky Stars",1289116,"wuyhbb","Yuanhao","09/25/2017",4,"2019-09-07 18:19:30",0.925245
"115","aptos2019-blindness-detection-privateleaderboard.csv",3350500,"~O^O~",2024827,"hustkevin1037","kevin","06/27/2018",3,"2019-09-05 09:23:49",0.925172
"116","aptos2019-blindness-detection-privateleaderboard.csv",3350500,"~O^O~",1783307,"dongleeovo","donglee","04/03/2018",3,"2019-09-05 09:23:49",0.925172
"117","aptos2019-blindness-detection-privateleaderboard.csv",3350500,"~O^O~",2242776,"littlebiglittle","dnfys","09/13/2018",2,"2019-09-05 09:23:49",0.925172
"118","aptos2019-blindness-detection-privateleaderboard.csv",3350500,"~O^O~",1422172,"yuhaoliao","heizi","11/16/2017",0,"2019-09-05 09:23:49",0.925172
"119","aptos2019-blindness-detection-privateleaderboard.csv",3350500,"~O^O~",3479060,"michellemkmk","michelle","07/18/2019",0,"2019-09-05 09:23:49",0.925172
"120","aptos2019-blindness-detection-privateleaderboard.csv",3343367,"Oscar Leo",2129173,"oscarleoo","Oscar Leo","08/06/2018",0,"2019-09-02 08:12:41",0.925067
"121","aptos2019-blindness-detection-privateleaderboard.csv",3343367,"Oscar Leo",1889619,"felixab","Felix Abrahamsson","05/07/2018",2,"2019-09-02 08:12:41",0.925067
"122","aptos2019-blindness-detection-privateleaderboard.csv",3343367,"Oscar Leo",3633543,"richardlowenstrom","Richard Löwenström","08/28/2019",0,"2019-09-02 08:12:41",0.925067
"123","aptos2019-blindness-detection-privateleaderboard.csv",3377953,"DeepAnxiety",727580,"xiaojiu1414","DeepInvolution","09/25/2016",3,"2019-09-07 12:38:52",0.924906
"124","aptos2019-blindness-detection-privateleaderboard.csv",3377953,"DeepAnxiety",837124,"abnerzhang","abnerzhang","12/15/2016",2,"2019-09-07 12:38:52",0.924906
"125","aptos2019-blindness-detection-privateleaderboard.csv",3427969,"ant1",2165401,"ant1ss","ant1","08/20/2018",2,"2019-09-07 09:46:56",0.924819
"126","aptos2019-blindness-detection-privateleaderboard.csv",3365321,"Peter & Lex",2936773,"nemethpeti","Peter Nemeth","03/13/2019",2,"2019-09-07 10:51:42",0.924678
"127","aptos2019-blindness-detection-privateleaderboard.csv",3365321,"Peter & Lex",21102,"lextoumbourou","Lex Toumbourou","11/05/2011",3,"2019-09-07 10:51:42",0.924678
"128","aptos2019-blindness-detection-privateleaderboard.csv",3351955,"TomTum",633667,"tomtum","TomTum","06/06/2016",1,"2019-09-07 16:57:31",0.924511
"129","aptos2019-blindness-detection-privateleaderboard.csv",3501539,"ADekhovich",744589,"adekhovich","Aleksandr Dekhovich","10/08/2016",2,"2019-09-05 08:32:51",0.924357
"130","aptos2019-blindness-detection-privateleaderboard.csv",3340666,"[ods.ai] Eye of Terror",407384,"drn01z3","n01z3","08/27/2015",4,"2019-09-07 21:52:03",0.924114
"131","aptos2019-blindness-detection-privateleaderboard.csv",3340666,"[ods.ai] Eye of Terror",391340,"karachunmichael","Karachun Michael","07/26/2015",3,"2019-09-07 21:52:03",0.924114
"132","aptos2019-blindness-detection-privateleaderboard.csv",3339387,"Inoichan",1057275,"inoueu1","Inoichan","05/04/2017",4,"2019-09-07 18:13:19",0.924088
"133","aptos2019-blindness-detection-privateleaderboard.csv",3347302,"Qile Tan",1272057,"qiletan","Qile Tan","09/17/2017",2,"2019-09-07 17:01:04",0.924084
"134","aptos2019-blindness-detection-privateleaderboard.csv",3593837,"[dsmlkz] all eyez on us",929580,"m1ckyro5a","m1ckyro5a","02/25/2017",2,"2019-09-07 15:49:24",0.924011
"135","aptos2019-blindness-detection-privateleaderboard.csv",3593837,"[dsmlkz] all eyez on us",1025111,"nuller","Zhan Ik","04/15/2017",3,"2019-09-07 15:49:24",0.924011
"136","aptos2019-blindness-detection-privateleaderboard.csv",3372779,"ishikei",1739577,"amanatsu","ishikei","03/20/2018",3,"2019-09-07 12:14:32",0.923963
"137","aptos2019-blindness-detection-privateleaderboard.csv",3376737,"the fattest milly rock",2747864,"dreimd","Drei","01/26/2019",1,"2019-09-07 23:14:32",0.923953
"138","aptos2019-blindness-detection-privateleaderboard.csv",3376737,"the fattest milly rock",295445,"bmwshop","Dima Rekesh","02/17/2015",2,"2019-09-07 23:14:32",0.923953
"139","aptos2019-blindness-detection-privateleaderboard.csv",3376737,"the fattest milly rock",1068279,"monodavids","Daithí O'Manacháin","05/10/2017",2,"2019-09-07 23:14:32",0.923953
"140","aptos2019-blindness-detection-privateleaderboard.csv",3346016,"Nat Bel ML Fun",647078,"natbel4ml","Nat Bel ML Fun","06/22/2016",2,"2019-09-07 14:53:36",0.923778
"141","aptos2019-blindness-detection-privateleaderboard.csv",3374751,"placeholder",921947,"taindow","Tom Aindow","02/20/2017",3,"2019-09-07 14:30:01",0.923768
"142","aptos2019-blindness-detection-privateleaderboard.csv",3374751,"placeholder",761152,"rishabhiitbhu","Rishabh Agrahari","10/21/2016",2,"2019-09-07 14:30:01",0.923768
"143","aptos2019-blindness-detection-privateleaderboard.csv",3374751,"placeholder",2959841,"sidhanthholalkere","sh","03/18/2019",2,"2019-09-07 14:30:01",0.923768
"144","aptos2019-blindness-detection-privateleaderboard.csv",3522490,"Amil Gentili",1451372,"agentili","Amil Gentili","11/27/2017",2,"2019-09-07 15:26:38",0.923745
"145","aptos2019-blindness-detection-privateleaderboard.csv",3351790,"steelrose",768505,"steelrose","steelrose","10/27/2016",2,"2019-09-07 10:06:39",0.923564
"146","aptos2019-blindness-detection-privateleaderboard.csv",3340154,"Eye Catchers",1156413,"brightertiger","<^..^>","07/06/2017",3,"2019-09-07 14:12:50",0.923517
"147","aptos2019-blindness-detection-privateleaderboard.csv",3340154,"Eye Catchers",1541812,"moizsaifee","Moiz Saifee","01/10/2018",3,"2019-09-07 14:12:50",0.923517
"148","aptos2019-blindness-detection-privateleaderboard.csv",3340459,"[ods.ai] see",465880,"insaff","Insaf Ashrapov","11/13/2015",2,"2019-09-07 17:57:30",0.923436
"149","aptos2019-blindness-detection-privateleaderboard.csv",3340459,"[ods.ai] see",1162724,"mamatml","Mamat Shamshiev","07/10/2017",2,"2019-09-07 17:57:30",0.923436
"150","aptos2019-blindness-detection-privateleaderboard.csv",3340459,"[ods.ai] see",1595389,"mnikita","Mishunyayev Nikita","01/30/2018",2,"2019-09-07 17:57:30",0.923436
"151","aptos2019-blindness-detection-privateleaderboard.csv",3374221,"SEAvengers",2072261,"dathudeptrai","Nguyen Quan Anh Minh","07/16/2018",3,"2019-09-07 08:00:49",0.923414
"152","aptos2019-blindness-detection-privateleaderboard.csv",3374221,"SEAvengers",1039460,"mathormad","KeepLearning","04/24/2017",4,"2019-09-07 08:00:49",0.923414
"153","aptos2019-blindness-detection-privateleaderboard.csv",3374221,"SEAvengers",1364892,"ratthachat","Jung","10/27/2017",3,"2019-09-07 08:00:49",0.923414
"154","aptos2019-blindness-detection-privateleaderboard.csv",3374221,"SEAvengers",1938879,"backaggle","automata","05/24/2018",3,"2019-09-07 08:00:49",0.923414
"155","aptos2019-blindness-detection-privateleaderboard.csv",3374221,"SEAvengers",1364901,"prasertsak","Putalay","10/27/2017",2,"2019-09-07 08:00:49",0.923414
"156","aptos2019-blindness-detection-privateleaderboard.csv",3518981,"Owl team",2435491,"agscin","Grigorev Artur","11/01/2018",1,"2019-09-07 17:40:00",0.923205
"157","aptos2019-blindness-detection-privateleaderboard.csv",3518981,"Owl team",674553,"tanlikesmath","ilovescience","07/29/2016",4,"2019-09-07 17:40:00",0.923205
"158","aptos2019-blindness-detection-privateleaderboard.csv",3349892,"krsw / tomoyukun",3124108,"t9krsw","krsw","04/22/2019",2,"2019-09-07 15:17:12",0.92318
"159","aptos2019-blindness-detection-privateleaderboard.csv",3349892,"krsw / tomoyukun",2956624,"tomoyukun","tomoyukun","03/18/2019",2,"2019-09-07 15:17:12",0.92318
"160","aptos2019-blindness-detection-privateleaderboard.csv",3397471,"Eye robot",273819,"jayjay75","jayjay","12/19/2014",3,"2019-09-07 13:25:42",0.923166
